İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Fiyat
27503576,31 Aralık 2024,Citroen,C4,1.6 e-HDi Confort Plus,2012,201.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1560 cc,114 hp,Önden Çekiş,İkinci El,"4,2 lt",60 lt,6 boyalı,Takasa Uygun Değil,Sahibinden,610.000 TL
27503396,31 Aralık 2024,Chevrolet,Cruze,1.6 LS Plus,2010,149.600 km,Düz,LPG & Benzin,Sedan,Beyaz,1598 cc,124 hp,Önden Çekiş,İkinci El,"6,5 lt",60 lt,Belirtilmemiş,,Sahibinden,550.000 TL
27503038,31 Aralık 2024,Renault,Clio,0.9 TCe Icon,2014,126.611 km,Düz,Benzin,Hatchback/5,Beyaz,898 cc,90 hp,Önden Çekiş,İkinci El,"4,5 lt",45 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,695.000 TL
27503535,31 Aralık 2024,Renault,Clio,1.5 dCi Touch,2018,118.500 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,7 lt",45 lt,Belirtilmemiş,,Sahibinden,835.000 TL
27507007,31 Aralık 2024,Peugeot,206,1.4 Comfort,2009,151.000 km,Düz,LPG & Benzin,Sedan,Gri (metalik),1360 cc,76 hp,Önden Çekiş,İkinci El,"6,5 lt",50 lt,"1 değişen, 5 boyalı",,Sahibinden,335.000 TL
27506796,31 Aralık 2024,Renault,Clio,1.4 RNA,2000,333.000 km,Düz,Benzin,Sedan,Mavi,,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı boyalı,,Sahibinden,335.000 TL
27506468,31 Aralık 2024,Hyundai,Accent,1.3 LX,2001,234.000 km,Düz,LPG & Benzin,Sedan,Gri (metalik),1341 cc,86 hp,Önden Çekiş,İkinci El,"6,7 lt",45 lt,6 boyalı,Takasa Uygun Değil,Sahibinden,335.000 TL
27506333,31 Aralık 2024,Opel,Corsa,1.4 Swing,1998,183.000 km,Otomatik,LPG & Benzin,Hatchback/5,Yeşil,1389 cc,90 hp,Önden Çekiş,İkinci El,"8,2 lt",42 lt,Belirtilmemiş,,Sahibinden,335.000 TL
27504883,31 Aralık 2024,Peugeot,307,1.6 Envy,2004,249.500 km,Düz,Benzin,Hatchback/5,Mor,1587 cc,110 hp,Önden Çekiş,İkinci El,"7,2 lt",60 lt,"1 değişen, 6 boyalı",,Sahibinden,330.000 TL
27504263,31 Aralık 2024,Fiat,Linea,1.4 Fire Active,2008,350.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1368 cc,77 hp,Önden Çekiş,İkinci El,"6,3 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,335.000 TL
27503553,31 Aralık 2024,Opel,Insignia,2.0 CDTI Edition Elegance,2013,134.000 km,Otomatik,Dizel,Sedan,Gri,1956 cc,130 hp,Önden Çekiş,İkinci El,"6,7 lt",70 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,815.000 TL
27503362,31 Aralık 2024,Hyundai,i20,1.4 MPI Jump,2022,16.918 km,Düz,Benzin,Hatchback/5,Kırmızı,1368 cc,100 hp,Önden Çekiş,İkinci El,"5,7 lt",40 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,815.000 TL
27503038,31 Aralık 2024,Renault,Clio,0.9 TCe Icon,2014,126.611 km,Düz,Benzin,Hatchback/5,Beyaz,898 cc,90 hp,Önden Çekiş,İkinci El,"4,5 lt",45 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,695.000 TL
27503535,31 Aralık 2024,Renault,Clio,1.5 dCi Touch,2018,118.500 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,7 lt",45 lt,Belirtilmemiş,,Sahibinden,835.000 TL
27507007,31 Aralık 2024,Peugeot,206,1.4 Comfort,2009,151.000 km,Düz,LPG & Benzin,Sedan,Gri (metalik),1360 cc,76 hp,Önden Çekiş,İkinci El,"6,5 lt",50 lt,"1 değişen, 5 boyalı",,Sahibinden,335.000 TL
27506796,31 Aralık 2024,Renault,Clio,1.4 RNA,2000,333.000 km,Düz,Benzin,Sedan,Mavi,,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı boyalı,,Sahibinden,335.000 TL
27506468,31 Aralık 2024,Hyundai,Accent,1.3 LX,2001,234.000 km,Düz,LPG & Benzin,Sedan,Gri (metalik),1341 cc,86 hp,Önden Çekiş,İkinci El,"6,7 lt",45 lt,6 boyalı,Takasa Uygun Değil,Sahibinden,335.000 TL
27506333,31 Aralık 2024,Opel,Corsa,1.4 Swing,1998,183.000 km,Otomatik,LPG & Benzin,Hatchback/5,Yeşil,1389 cc,90 hp,Önden Çekiş,İkinci El,"8,2 lt",42 lt,Belirtilmemiş,,Sahibinden,335.000 TL
27504883,31 Aralık 2024,Peugeot,307,1.6 Envy,2004,249.500 km,Düz,Benzin,Hatchback/5,Mor,1587 cc,110 hp,Önden Çekiş,İkinci El,"7,2 lt",60 lt,"1 değişen, 6 boyalı",,Sahibinden,330.000 TL
27504263,31 Aralık 2024,Fiat,Linea,1.4 Fire Active,2008,350.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1368 cc,77 hp,Önden Çekiş,İkinci El,"6,3 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,335.000 TL
27503553,31 Aralık 2024,Opel,Insignia,2.0 CDTI Edition Elegance,2013,134.000 km,Otomatik,Dizel,Sedan,Gri,1956 cc,130 hp,Önden Çekiş,İkinci El,"6,7 lt",70 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,815.000 TL
27503362,31 Aralık 2024,Hyundai,i20,1.4 MPI Jump,2022,16.918 km,Düz,Benzin,Hatchback/5,Kırmızı,1368 cc,100 hp,Önden Çekiş,İkinci El,"5,7 lt",40 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,815.000 TL
27503342,31 Aralık 2024,Seat,Ibiza,1.0 Style,2022,24.000 km,Düz,Benzin,Hatchback/5,Beyaz,999 cc,80 hp,Önden Çekiş,İkinci El,"4,9 lt",40 lt,Tamamı orjinal,,Sahibinden,890.000 TL
27503045,31 Aralık 2024,Honda,Civic,1.6 i-VTEC Premium,2011,177.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1595 cc,125 hp,Önden Çekiş,İkinci El,"6,7 lt",50 lt,Tamamı orjinal,,Sahibinden,740.000 TL
27505842,31 Aralık 2024,Seat,Ibiza,1.4 TDI Signo,2004,267.000 km,Düz,Dizel,Hatchback/5,Bej,1422 cc,75 hp,Önden Çekiş,İkinci El,"4,5 lt",45 lt,"1 değişen, 11 boyalı",,Sahibinden,325.000 TL
27505001,31 Aralık 2024,Ford,Fiesta,1.4 Comfort,2004,246.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1388 cc,80 hp,Önden Çekiş,İkinci El,"6,4 lt",45 lt,"4 değişen, 5 boyalı",,Sahibinden,325.000 TL
27504069,31 Aralık 2024,Kia,Cerato,1.6 CRDi EX,2008,185.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1582 cc,115 hp,Önden Çekiş,İkinci El,"4,9 lt",55 lt,11 boyalı,,Sahibinden,330.000 TL
27503558,31 Aralık 2024,Renault,Clio,1.5 dCi SportTourer Joy,2014,254.000 km,Düz,Dizel,Station wagon,Beyaz,1461 cc,75 hp,Önden Çekiş,İkinci El,4 lt,45 lt,Belirtilmemiş,,Sahibinden,525.000 TL
27503551,31 Aralık 2024,Hyundai,Accent Era,1.5 CRDi Team,2011,255.000 km,Düz,Dizel,Sedan,Gri,1493 cc,110 hp,Önden Çekiş,İkinci El,"4,6 lt",45 lt,"1 değişen, 8 boyalı",,Sahibinden,385.000 TL
27503517,31 Aralık 2024,Ford,Focus,1.6 Titanium,2010,186.000 km,Otomatik,LPG & Benzin,Hatchback/5,Füme,1596 cc,100 hp,Önden Çekiş,İkinci El,"6,7 lt",55 lt,2 değişen,,Sahibinden,655.000 TL
27503516,31 Aralık 2024,Renault,Megane,1.5 dCi Authentique,2007,310.000 km,Düz,Dizel,Sedan,Gri (titanyum),1461 cc,85 hp,Önden Çekiş,İkinci El,"4,6 lt",60 lt,6 boyalı,,Sahibinden,370.000 TL
27503451,31 Aralık 2024,BMW,3 Serisi,328i Standart,1999,328.000 km,Otomatik,LPG & Benzin,Sedan,Lacivert,2793 cc,193 hp,Arkadan İtiş,İkinci El,"10,1 lt",63 lt,"3 değişen, 6 boyalı",,Sahibinden,550.000 TL
27503384,31 Aralık 2024,Renault,Symbol,1.5 dCi Joy,2018,140.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,2 boyalı,,Sahibinden,640.000 TL
27503350,31 Aralık 2024,Volkswagen,Polo,1.6 TDi Comfortline,2011,219.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,90 hp,Önden Çekiş,İkinci El,"4,2 lt",45 lt,"3 değişen, 2 boyalı",,Sahibinden,479.000 TL
27507654,31 Aralık 2024,Volkswagen,VW CC,1.4 TSi,2012,246.000 km,Yarı Otomatik,Benzin,Coupe,Kahverengi,1390 cc,160 hp,Önden Çekiş,İkinci El,"6,9 lt",70 lt,"3 değişen, 7 boyalı",Takasa Uygun,Galeriden,695.000 TL
27507504,31 Aralık 2024,Opel,Astra,1.6,2000,247.000 km,Düz,LPG & Benzin,Hatchback/3,Beyaz,1598 cc,100 hp,Önden Çekiş,İkinci El,7 lt,52 lt,"1 değişen, 12 boyalı",,Sahibinden,320.000 TL
27507079,31 Aralık 2024,Hyundai,Accent,1.3 Admire,2004,208.456 km,Düz,LPG & Benzin,Sedan,Mavi,1341 cc,86 hp,Önden Çekiş,İkinci El,"6,7 lt",45 lt,Belirtilmemiş,,Sahibinden,320.000 TL
27503521,31 Aralık 2024,Volkswagen,Polo,1.4 TDi Comfortline,2016,113.000 km,Düz,Dizel,Hatchback/5,Beyaz,1422 cc,90 hp,Önden Çekiş,İkinci El,"3,4 lt",45 lt,2 boyalı,Takasa Uygun,Sahibinden,705.000 TL
27503485,31 Aralık 2024,Fiat,Punto,Grande 1.4 Fire Active,2008,230.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,,,,İkinci El,,,"1 değişen, 9 boyalı",,Sahibinden,400.000 TL
27503457,31 Aralık 2024,Peugeot,307,1.6 XT,2004,209.500 km,Otomatik,LPG & Benzin,Hatchback/5,Siyah,1587 cc,110 hp,Önden Çekiş,İkinci El,"7,9 lt",60 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,369.950 TL
27503455,31 Aralık 2024,Skoda,Fabia,1.6 TDI Ambiente,2011,166.500 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,90 hp,Önden Çekiş,İkinci El,"4,2 lt",45 lt,Belirtilmemiş,,Sahibinden,525.000 TL
27503430,31 Aralık 2024,Opel,Astra,1.4 T Sport,2013,250.000 km,Otomatik,Benzin,Sedan,Siyah,1364 cc,140 hp,Önden Çekiş,İkinci El,"6,7 lt",56 lt,"2 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,799.999 TL
27503311,31 Aralık 2024,Ford,Focus,1.6 TDCi Trend,2012,253.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,İkinci El,"4,2 lt",53 lt,"2 değişen, 2 boyalı",,Sahibinden,585.000 TL
26902104,31 Aralık 2024,Honda,Civic,1.6 i-VTEC ECO Elegance,2017,146.000 km,Düz,LPG & Benzin,Sedan,Gri (metalik),1597 cc,125 hp,Önden Çekiş,İkinci El,7 lt,47 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1.150.000 TL
26901960,31 Aralık 2024,Seat,Cordoba,1.4 Stella,2005,270.155 km,Düz,LPG & Benzin,Sedan,Kahverengi,1390 cc,75 hp,Önden Çekiş,İkinci El,"6,4 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,290.000 TL
26890648,31 Aralık 2024,Ford,Taunus,2.0 GTS,1990,232.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1993 cc,101 hp,Arkadan İtiş,İkinci El,,62 lt,Belirtilmemiş,Takasa Uygun,Galeriden,125.000 TL
25785705,31 Aralık 2024,Renault,Symbol,1.5 dCi Joy,2015,245.000 km,Düz,Dizel,Sedan,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,495.000 TL
25190843,31 Aralık 2024,Volkswagen,Polo,1.0 Trendline,2017,138.000 km,Düz,Benzin,Hatchback/5,Beyaz,999 cc,75 hp,Önden Çekiş,İkinci El,"4,7 lt",40 lt,2 değişen,Takasa Uygun,Galeriden,630.000 TL
25133186,31 Aralık 2024,Volkswagen,Passat,1.6 FSi Comfortline,2006,260.000 km,Düz,Benzin,Sedan,Siyah,1598 cc,115 hp,Önden Çekiş,İkinci El,"7,5 lt",70 lt,5 boyalı,Takasa Uygun,Galeriden,570.000 TL
23648101,31 Aralık 2024,Renault,Fluence,1.5 dCi Icon,2016,95.500 km,Düz,Dizel,Sedan,Siyah,1461 cc,110 hp,Önden Çekiş,İkinci El,"4,6 lt",60 lt,Belirtilmemiş,,Sahibinden,900.000 TL
27503461,31 Aralık 2024,Ford,C-Max,1.6 TDCi Ghia,2004,303.000 km,Düz,Dizel,MPV,Gri,1560 cc,110 hp,Önden Çekiş,İkinci El,"4,9 lt",55 lt,"1 değişen, 4 boyalı",Takasa Uygun,Sahibinden,405.000 TL
27503452,31 Aralık 2024,Renault,Megane,1.3 TCe Joy,2021,37.000 km,Düz,Benzin,Sedan,Beyaz,1332 cc,140 hp,Önden Çekiş,İkinci El,"5,7 lt",50 lt,Tamamı orjinal,,Sahibinden,1.125.000 TL
27503393,31 Aralık 2024,Toyota,Corolla,1.6,2005,350.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),,,,İkinci El,,,Belirtilmemiş,,Sahibinden,460.000 TL
27503318,31 Aralık 2024,Renault,Symbol,1.2 Authentique,2012,213.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1149 cc,75 hp,Önden Çekiş,İkinci El,"5,9 lt",50 lt,"1 değişen, 1 boyalı",,Sahibinden,386.000 TL
27503310,31 Aralık 2024,Volvo,S60,1.6 D Premium,2014,177.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1560 cc,115 hp,Önden Çekiş,İkinci El,"4,1 lt",67 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,1.000.000 TL
26887822,31 Aralık 2024,Toyota,Corolla,1.6 GLi,1997,315.000 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1587 cc,114 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,350.000 TL
25785605,31 Aralık 2024,MINI,Cooper,1.6 Cabrio,2007,195.000 km,Düz,LPG & Benzin,Coupe,Gri (Gümüş),1598 cc,115 hp,Önden Çekiş,İkinci El,"7,3 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,487.000 TL
25268015,31 Aralık 2024,Hyundai,Accent Blue,1.4 CVVT Mode Plus,2012,185.000 km,Otomatik,LPG & Benzin,Sedan,Siyah,1396 cc,108 hp,Önden Çekiş,İkinci El,"6,3 lt",43 lt,Belirtilmemiş,Takasa Uygun,Galeriden,565.000 TL
25247342,31 Aralık 2024,Opel,Astra,1.4 T Cosmo,2011,204.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1364 cc,140 hp,Önden Çekiş,İkinci El,7 lt,56 lt,7 boyalı,,Sahibinden,625.000 TL
27507652,31 Aralık 2024,Renault,R 11,Flash S,1995,290.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1721 cc,74 hp,Önden Çekiş,İkinci El,,47 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,145.000 TL
27506249,31 Aralık 2024,Fiat,Albea,Sole 1.3 Multijet Dynamic,2008,378.000 km,Düz,Dizel,Sedan,Gri (metalik),1248 cc,70 hp,Önden Çekiş,İkinci El,"4,7 lt",48 lt,"1 değişen, 11 boyalı",,Sahibinden,320.000 TL
27503633,31 Aralık 2024,Fiat,Palio,1.2 EL,2002,184.000 km,Düz,Benzin,Hatchback/5,Mavi (metalik),1242 cc,74 hp,Önden Çekiş,İkinci El,"7,2 lt",51 lt,8 boyalı,,Sahibinden,320.000 TL
25785705,31 Aralık 2024,Renault,Symbol,1.5 dCi Joy,2015,245.000 km,Düz,Dizel,Sedan,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,495.000 TL
25190843,31 Aralık 2024,Volkswagen,Polo,1.0 Trendline,2017,138.000 km,Düz,Benzin,Hatchback/5,Beyaz,999 cc,75 hp,Önden Çekiş,İkinci El,"4,7 lt",40 lt,2 değişen,Takasa Uygun,Galeriden,630.000 TL
25133186,31 Aralık 2024,Volkswagen,Passat,1.6 FSi Comfortline,2006,260.000 km,Düz,Benzin,Sedan,Siyah,1598 cc,115 hp,Önden Çekiş,İkinci El,"7,5 lt",70 lt,5 boyalı,Takasa Uygun,Galeriden,570.000 TL
23648101,31 Aralık 2024,Renault,Fluence,1.5 dCi Icon,2016,95.500 km,Düz,Dizel,Sedan,Siyah,1461 cc,110 hp,Önden Çekiş,İkinci El,"4,6 lt",60 lt,Belirtilmemiş,,Sahibinden,900.000 TL
27503461,31 Aralık 2024,Ford,C-Max,1.6 TDCi Ghia,2004,303.000 km,Düz,Dizel,MPV,Gri,1560 cc,110 hp,Önden Çekiş,İkinci El,"4,9 lt",55 lt,"1 değişen, 4 boyalı",Takasa Uygun,Sahibinden,405.000 TL
27503452,31 Aralık 2024,Renault,Megane,1.3 TCe Joy,2021,37.000 km,Düz,Benzin,Sedan,Beyaz,1332 cc,140 hp,Önden Çekiş,İkinci El,"5,7 lt",50 lt,Tamamı orjinal,,Sahibinden,1.125.000 TL
27503393,31 Aralık 2024,Toyota,Corolla,1.6,2005,350.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),,,,İkinci El,,,Belirtilmemiş,,Sahibinden,460.000 TL
27503318,31 Aralık 2024,Renault,Symbol,1.2 Authentique,2012,213.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1149 cc,75 hp,Önden Çekiş,İkinci El,"5,9 lt",50 lt,"1 değişen, 1 boyalı",,Sahibinden,386.000 TL
27503310,31 Aralık 2024,Volvo,S60,1.6 D Premium,2014,177.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1560 cc,115 hp,Önden Çekiş,İkinci El,"4,1 lt",67 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,1.000.000 TL
26887822,31 Aralık 2024,Toyota,Corolla,1.6 GLi,1997,315.000 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1587 cc,114 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,350.000 TL
25785605,31 Aralık 2024,MINI,Cooper,1.6 Cabrio,2007,195.000 km,Düz,LPG & Benzin,Coupe,Gri (Gümüş),1598 cc,115 hp,Önden Çekiş,İkinci El,"7,3 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,487.000 TL
25268015,31 Aralık 2024,Hyundai,Accent Blue,1.4 CVVT Mode Plus,2012,185.000 km,Otomatik,LPG & Benzin,Sedan,Siyah,1396 cc,108 hp,Önden Çekiş,İkinci El,"6,3 lt",43 lt,Belirtilmemiş,Takasa Uygun,Galeriden,565.000 TL
25247342,31 Aralık 2024,Opel,Astra,1.4 T Cosmo,2011,204.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1364 cc,140 hp,Önden Çekiş,İkinci El,7 lt,56 lt,7 boyalı,,Sahibinden,625.000 TL
27507652,31 Aralık 2024,Renault,R 11,Flash S,1995,290.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1721 cc,74 hp,Önden Çekiş,İkinci El,,47 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,145.000 TL
27506249,31 Aralık 2024,Fiat,Albea,Sole 1.3 Multijet Dynamic,2008,378.000 km,Düz,Dizel,Sedan,Gri (metalik),1248 cc,70 hp,Önden Çekiş,İkinci El,"4,7 lt",48 lt,"1 değişen, 11 boyalı",,Sahibinden,320.000 TL
27503633,31 Aralık 2024,Fiat,Palio,1.2 EL,2002,184.000 km,Düz,Benzin,Hatchback/5,Mavi (metalik),1242 cc,74 hp,Önden Çekiş,İkinci El,"7,2 lt",51 lt,8 boyalı,,Sahibinden,320.000 TL
27503412,31 Aralık 2024,Seat,Leon,1.6 TDI Xcellence,2018,113.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri (metalik),1598 cc,115 hp,Önden Çekiş,İkinci El,"4,1 lt",50 lt,Belirtilmemiş,,Sahibinden,1.210.000 TL
27503344,31 Aralık 2024,Fiat,Linea,1.3 Multijet Active,2010,180.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,90 hp,Önden Çekiş,İkinci El,"4,9 lt",45 lt,Belirtilmemiş,,Sahibinden,440.000 TL
27503343,31 Aralık 2024,Peugeot,301,1.6 HDi Active,2017,130.100 km,Düz,Dizel,Sedan,Mavi (metalik),1560 cc,93 hp,Önden Çekiş,İkinci El,"4,3 lt",50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,635.000 TL
27503063,31 Aralık 2024,Volkswagen,Polo,1.4 Trendline,2007,65.500 km,Düz,Benzin,Hatchback/5,Beyaz,1390 cc,80 hp,Önden Çekiş,İkinci El,"6,3 lt",45 lt,4 boyalı,,Sahibinden,520.000 TL
27507285,31 Aralık 2024,Ford,Focus,1.8 TDCi Ghia,2004,299.000 km,Düz,Dizel,Sedan,Gri,1753 cc,100 hp,Önden Çekiş,İkinci El,"5,2 lt",55 lt,4 boyalı,,Sahibinden,315.000 TL
27506176,31 Aralık 2024,Opel,Corsa,1.4 Swing,1998,291.000 km,Düz,LPG & Benzin,Hatchback/3,Mavi,1389 cc,90 hp,Önden Çekiş,İkinci El,"7,4 lt",42 lt,Belirtilmemiş,,Sahibinden,315.000 TL
27503320,31 Aralık 2024,Opel,Corsa,1.3 CDTI Enjoy,2005,298.000 km,Düz,Dizel,Hatchback/5,Gri,1248 cc,70 hp,Önden Çekiş,İkinci El,"4,5 lt",44 lt,Belirtilmemiş,,Sahibinden,350.000 TL
27503315,31 Aralık 2024,Volkswagen,Polo,1.4 TDi Comfortline,2016,93.500 km,Yarı Otomatik,Dizel,Hatchback/5,Lacivert,1422 cc,90 hp,Önden Çekiş,İkinci El,"3,5 lt",45 lt,Belirtilmemiş,,Sahibinden,890.000 TL
27502965,31 Aralık 2024,Tofaş,Şahin,1.6 ie,2001,99.400 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1581 cc,83 hp,Arkadan İtiş,İkinci El,,52 lt,"2 değişen, 8 boyalı",Takasa Uygun Değil,Sahibinden,315.000 TL
26896634,31 Aralık 2024,Nissan,Micra,1.2 Tekna,2011,35.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1198 cc,80 hp,Önden Çekiş,İkinci El,"5,4 lt",41 lt,1 boyalı,Takasa Uygun,Galeriden,665.000 TL
26887604,31 Aralık 2024,Seat,Ibiza,1.2 TSI Style,2014,58.000 km,Otomatik,Benzin,Hatchback/5,Siyah,1200 cm3' e kadar,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,770.000 TL
27507631,31 Aralık 2024,BMW,4 Serisi,420d Sport Line,2015,80.288 km,Otomatik,Dizel,Coupe,Beyaz,1995 cc,190 hp,Arkadan İtiş,İkinci El,4 lt,57 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,2.285.000 TL
27506639,31 Aralık 2024,Fiat,Siena,1.4 EL,2001,155.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1372 cc,71 hp,Önden Çekiş,İkinci El,,51 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,310.000 TL
27504388,31 Aralık 2024,Renault,Clio,1.5 dCi Authentique,2005,297.000 km,Düz,Dizel,Sedan,Bej,1461 cc,65 hp,Önden Çekiş,İkinci El,"4,7 lt",50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,312.000 TL
27504088,31 Aralık 2024,BMW,3 Serisi,320i,1993,318.000 km,Düz,Benzin,Sedan,Siyah,1991 cc,150 hp,Arkadan İtiş,İkinci El,,65 lt,Tamamı boyalı,Takasa Uygun,Sahibinden,310.000 TL
27503313,31 Aralık 2024,Fiat,Albea,Sole 1.3 Multijet Dynamic,2009,643.000 km,Düz,Dizel,Sedan,Gri,1248 cc,70 hp,Önden Çekiş,İkinci El,"4,7 lt",48 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,310.000 TL
26774335,31 Aralık 2024,Hyundai,i30,1.6 CRDi Elite,2012,152.580 km,Otomatik,Dizel,Hatchback/5,Kahverengi,1582 cc,128 hp,Önden Çekiş,İkinci El,"5,5 lt",53 lt,"1 değişen, 6 boyalı",Takasa Uygun,Galeriden,775.900 TL
27507641,31 Aralık 2024,Renault,Clio,1.0 TCe Touch,2021,81.794 km,Otomatik,Benzin,Hatchback/5,Turuncu,999 cc,90 hp,Önden Çekiş,İkinci El,5 lt,42 lt,1 boyalı,Takasa Uygun,Galeriden,910.000 TL
27503244,31 Aralık 2024,Volkswagen,Golf,1.4 TSi Comfortline,2011,180.000 km,Düz,Benzin,Hatchback/5,Beyaz,1390 cc,122 hp,Önden Çekiş,İkinci El,"6,2 lt",55 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,810.000 TL
27503200,31 Aralık 2024,Honda,Civic,1.6 i-VTEC LS,2003,275.650 km,Otomatik,LPG & Benzin,Sedan,Gri (titanyum),1590 cc,110 hp,Önden Çekiş,İkinci El,7 lt,50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,390.000 TL
27506835,31 Aralık 2024,Tofaş,Kartal,1.6 ie,2000,38.800 km,Düz,LPG & Benzin,Station wagon,Gri (Gümüş),1581 cc,83 hp,Arkadan İtiş,İkinci El,,52 lt,Tamamı orjinal,,Sahibinden,305.000 TL
27506365,31 Aralık 2024,Toyota,Corolla,1.6 XLi,1995,330.000 km,Düz,LPG & Benzin,Sedan,Bordo,1587 cc,105 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,305.000 TL
27507229,31 Aralık 2024,Fiat,Linea,1.4 Turbo Dynamic,2008,374.000 km,Düz,Benzin,Sedan,Siyah,1368 cc,120 hp,Önden Çekiş,İkinci El,"6,7 lt",45 lt,1 değişen,,Sahibinden,300.000 TL
27506547,31 Aralık 2024,Renault,Clio,1.4 RNA,2000,255.000 km,Düz,LPG & Benzin,Sedan,Siyah,1390 cc,75 hp,Önden Çekiş,İkinci El,"7,1 lt",50 lt,4 boyalı,Takasa Uygun Değil,Sahibinden,300.000 TL
27506392,31 Aralık 2024,Ford,Focus,1.6 Ghia,2000,350.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi,1596 cc,100 hp,Önden Çekiş,İkinci El,"6,9 lt",55 lt,Belirtilmemiş,,Sahibinden,300.000 TL
